username_length,num_followers,num_following,posts_count,is_private,has_profile_pic,bio_length,avg_likes,avg_comments,account_age_days,follower_following_ratio,is_verified,engagement_rate,growth_score,username_suspicious_score,label
18,0,29,4,1,1,46,4,0,56,0.033,0,0.0,0.0,1.0,1
13,2,28,6,1,1,21,2,0,14,0.103,0,1.0,0.14,1.0,1
12,47631,1612,115,0,1,196,282,5,776,29.53,0,0.006,69.08,0.8,0
8,6912,77,11,1,1,48,0,0,2683,88.628,0,0.0,2.86,0.53,0
16,8,20,10,1,1,17,5,0,58,0.429,0,0.625,0.12,1.0,1
20,3,8,8,1,1,39,4,2,64,0.444,0,2.0,0.04,1.0,1
18,13,26,2,0,1,19,0,1,79,0.519,0,0.0769,0.13,1.0,1
8,14,0,4,0,0,28,1,1,17,15.0,0,0.1429,0.89,0.8,1
12,21020,130,40,1,0,123,0,0,310,160.466,0,0.0,64.83,0.8,0
8,4,18,10,1,0,5,2,2,66,0.263,0,1.0,0.06,0.81,1
8,9,4,4,1,1,4,2,0,62,2.0,0,0.2222,0.17,0.82,1
16,43210,448,282,0,1,183,5359,193,1749,96.238,0,0.1285,22.46,1.0,0
10,18,10,7,0,1,41,0,2,46,1.727,0,0.1111,0.4,0.91,1
7,17689,256,143,1,1,86,0,0,736,68.833,0,0.0,23.96,0.47,0
4,219076011,2,252357,0,1,102,4254615,59178,2628,73025337.333,1,0.0197,74850.44,0.27,0
14,16,21,7,0,1,34,5,1,76,0.773,0,0.375,0.21,1.0,1
6,0,24,4,0,0,14,1,1,82,0.04,0,0.0,0.0,0.59,1
8,722072,1178,254,0,1,119,71245,1961,1404,612.445,0,0.1014,438.9,0.53,0
6,11,25,3,1,1,40,4,1,75,0.462,0,0.4545,0.14,0.52,1
13,60960988,83,439741,0,1,107,3356041,37734,3750,725726.06,1,0.0557,14768.87,0.87,0
12,78256,1073,110,0,1,62,1350,47,1648,72.865,0,0.0179,38.52,0.8,0
17,6,8,0,0,1,27,4,0,35,0.778,0,0.6667,0.14,1.0,1
8,293072,2734,273,0,1,106,16054,678,1681,107.156,0,0.0571,173.46,0.53,0
18,12,16,1,0,1,46,1,1,91,0.765,0,0.1667,0.15,1.0,1
8,14690,244,286,1,0,37,0,0,78,59.963,0,0.0,210.8,0.53,0
16,13,9,1,1,0,40,3,2,99,1.4,0,0.3846,0.16,1.0,1
9,916420,2967,241,0,1,127,124248,2531,2449,308.767,0,0.1383,423.68,0.6,0
12,2,9,10,1,0,17,0,1,24,0.3,0,0.5,0.08,1.0,1
6,14,5,9,1,1,11,3,0,83,2.5,0,0.2143,0.14,0.64,1
10,217026,1644,190,0,1,68,21818,1046,3863,131.931,0,0.1054,54.78,0.67,0
7,20464,149,4,1,0,44,0,0,116,136.433,0,0.0,164.43,0.47,0
17,19,3,3,1,0,26,2,2,86,5.0,0,0.2105,0.22,1.0,1
13,579659,1498,131,0,1,58,89069,1502,394,386.698,0,0.1562,1745.69,0.87,0
3,36087,1627,34,0,1,70,1186,13,1046,22.167,0,0.0332,38.57,0.2,0
3,696388,2490,257,0,1,48,23566,622,1405,279.562,0,0.0347,440.19,0.2,0
11,20,19,5,0,0,25,0,0,61,1.05,0,0.0,0.35,0.87,1
17,19910,257,489,1,0,114,0,0,528,77.174,0,0.0,44.02,1.0,0
12,18,18,3,1,0,13,5,0,57,1.0,0,0.2778,0.28,0.92,1
9,7,17,0,0,0,4,2,2,63,0.444,0,0.5714,0.13,0.72,1
8,14,28,10,0,1,20,3,1,87,0.517,0,0.2857,0.19,0.77,1
19,5,16,0,0,0,37,0,0,91,0.353,0,0.0,0.05,1.0,1
18,0,1,9,1,1,2,1,2,17,0.5,0,0.0,0.0,1.0,1
3,17621,41,207,1,0,113,0,0,1113,419.571,0,0.0,14.87,0.2,0
8,4978,229,130,1,0,114,0,0,888,21.648,0,0.0,4.88,0.53,0
5,18746,249,482,1,1,150,0,0,290,74.988,0,0.0,65.85,0.33,0
16,641433,746,293,0,1,78,110396,3264,654,858.68,0,0.1772,1175.24,1.0,0
16,3714441,38,779851,0,1,163,439657,4314,3785,95242.103,1,0.1195,1022.57,1.0,0
15,21277264,72,714920,0,1,96,719122,4447,4366,291469.384,1,0.034,5106.76,1.0,0
18,587554,1660,203,0,1,118,43610,1899,3192,353.736,0,0.0775,170.59,1.0,0
12,608558,924,283,0,1,189,95565,4224,2562,657.902,0,0.164,277.97,0.8,0
9,9,4,3,1,0,5,5,0,95,2.0,0,0.5556,0.1,0.84,1
12,19,18,9,0,1,31,5,1,69,1.053,0,0.3158,0.33,1.0,1
9,11345001,3,98247,0,1,105,482985,6776,3098,2836250.5,1,0.0432,3978.47,0.6,0
14,578601,2004,30,0,1,142,40289,903,577,288.58,0,0.0712,1005.47,0.93,0
15,4,16,9,0,1,1,3,1,94,0.294,0,1.0,0.04,1.0,1
10,11,24,10,0,0,32,2,2,87,0.48,0,0.3636,0.12,0.96,1
5,1795,266,364,1,1,68,0,0,1410,6.727,0,0.0,1.51,0.33,0
16,3,24,2,0,0,18,3,1,39,0.16,0,1.3333,0.08,1.0,1
18,3,18,5,0,1,39,0,0,90,0.211,0,0.0,0.03,1.0,1
16,20434,87,482,1,0,99,0,0,840,232.216,0,0.0,28.89,1.0,0
11,13,25,7,1,0,8,4,2,34,0.538,0,0.4615,0.31,0.99,1
14,85349741,87,629578,0,1,80,10367587,139848,968,969883.432,1,0.1231,89326.1,0.93,0
15,13,23,1,0,0,14,4,2,83,0.583,0,0.4615,0.14,1.0,1
17,10,20,0,0,0,43,4,1,84,0.524,0,0.5,0.1,1.0,1
12,277477250,33,486831,0,1,62,6652030,50691,961,8161095.618,1,0.0242,272593.5,0.8,0
8,24871,282,92,1,0,148,0,0,406,87.887,0,0.0,70.93,0.53,0
14,18827,141,483,1,0,27,0,0,1119,132.592,0,0.0,17.18,0.93,0
11,19,2,9,1,0,7,2,0,86,6.667,0,0.1053,0.21,0.88,1
18,23566,255,491,1,1,40,0,0,2693,92.059,0,0.0,7.62,1.0,0
19,20,4,6,1,0,18,4,0,21,4.2,0,0.2,1.01,1.0,1
9,69652,1629,155,0,1,174,1746,36,1169,42.732,0,0.0256,62.15,0.6,0
17,616404,2855,183,0,1,174,18847,409,3795,215.828,0,0.0312,176.16,1.0,0
9,180857821,99,837666,0,1,108,17179521,176688,3407,1808578.22,1,0.096,55651.15,0.6,0
6,7,30,1,0,0,44,2,1,92,0.258,0,0.4286,0.09,0.58,1
18,3,22,10,1,0,31,4,2,50,0.174,0,2.0,0.05,1.0,1
5,671936,874,154,0,1,85,43686,1322,3536,767.928,0,0.067,176.64,0.33,0
19,5,20,10,1,1,23,5,0,74,0.286,0,1.0,0.06,1.0,1
13,303182,2484,272,0,1,78,55151,1800,1582,122.005,0,0.1878,180.03,0.87,0
15,335787,633,221,0,1,102,63331,2911,1356,529.634,0,0.1973,203.24,1.0,0
20,1012484,49,278086,0,1,250,121415,1126,3653,20249.7,1,0.121,295.11,1.0,0
20,4,10,5,1,1,39,3,0,71,0.455,0,0.75,0.05,1.0,1
18,284094,2067,100,0,1,104,29906,1437,2377,137.377,0,0.1103,109.94,1.0,0
7,2,17,5,0,1,12,5,0,93,0.167,0,2.5,0.02,0.76,1
12,13,25,6,0,0,1,0,0,11,0.538,0,0.0,0.99,1.0,1
12,59459772,19,41881,0,1,89,8324840,116158,3968,2972988.65,1,0.142,14928.18,0.8,0
17,16,19,10,1,0,40,3,2,47,0.85,0,0.3125,0.3,1.0,1
4,57650,1284,231,0,1,36,6575,143,717,44.865,0,0.1165,76.59,0.27,0
17,15052,64,484,1,0,14,0,0,422,231.585,0,0.0,38.77,1.0,0
16,2,21,10,0,1,34,5,1,94,0.136,0,3.0,0.02,1.0,1
8,0,1,8,1,1,45,0,0,92,0.5,0,0.0,0.0,0.68,1
12,337748,2027,125,0,1,43,48540,1170,1380,166.543,0,0.1472,277.59,0.8,0
18,59811,1663,79,0,1,62,2117,32,498,35.945,0,0.0359,137.48,1.0,0
3,84636154,33,682760,0,1,103,9934105,111746,3417,2489298.676,1,0.1187,24749.7,0.2,0
10,10,7,0,0,0,30,1,1,20,1.375,0,0.2,0.41,0.78,1
11,216447,2723,92,0,1,42,37019,422,2603,79.46,0,0.173,99.12,0.73,0
18,995281,2459,12,0,1,47,13229,560,3951,404.586,0,0.0139,242.43,1.0,0
16,8619,112,7,1,1,89,0,0,1339,76.283,0,0.0,7.38,1.0,0
20,1,29,8,1,1,21,1,1,96,0.067,0,2.0,0.01,1.0,1
7,4465,281,109,1,0,12,0,0,1131,15.837,0,0.0,3.93,0.47,0
12,12,6,5,0,0,8,2,1,97,1.857,0,0.25,0.1,1.0,1
15,574808,2369,269,0,1,37,39879,1538,928,242.535,0,0.0721,676.75,1.0,0
13,75014,1525,29,0,1,159,3251,75,1120,49.158,0,0.0443,61.69,0.87,0
7,775401,2558,51,0,1,161,44778,522,2261,303.01,0,0.0584,279.24,0.47,0
18,7095,67,84,1,0,119,0,0,2059,104.353,0,0.0,3.08,1.0,0
10,117457095,34,978347,0,1,193,12622407,89102,3321,3355917.029,1,0.1082,31724.49,0.67,0
14,165769082,98,326085,0,1,226,4382636,82139,2008,1674435.182,1,0.0269,86339.45,0.93,0
11,905900,2614,168,0,1,72,76815,799,3899,346.425,0,0.0857,262.41,0.73,0
15,1172,31,101,1,0,14,0,0,1922,36.656,0,0.0,0.71,1.0,0
12,9,13,8,0,1,17,1,1,71,0.714,0,0.2222,0.15,1.0,1
10,3,22,8,0,1,21,1,2,66,0.174,0,1.0,0.04,0.9,1
5,12597,128,497,1,1,75,0,0,201,97.659,0,0.0,64.13,0.33,0
9,529758,657,263,0,1,181,95608,4307,3910,805.105,0,0.1886,109.23,0.6,0
10,382955,2832,74,0,1,153,9874,102,3018,135.177,0,0.0261,144.77,0.67,0
6,736989,2813,59,0,1,104,75854,3110,1968,261.901,0,0.1071,303.14,0.4,0
9,759659,1060,167,0,1,194,114514,4526,2930,715.985,0,0.1567,239.62,0.6,0
15,43405803,20,91062,0,1,120,5171983,53255,2418,2066943.048,1,0.1204,18569.21,1.0,0
6,891059,1633,238,0,1,74,151676,3995,1251,545.324,0,0.1747,696.36,0.4,0
17,83735838,73,77334,0,1,82,12236582,179083,2643,1131565.392,1,0.1483,33964.61,1.0,0
7,786996,652,240,0,1,171,103544,2286,3537,1205.202,0,0.1345,199.76,0.47,0
10,548730,1927,284,0,1,58,101701,1167,3335,284.612,0,0.1875,140.95,0.67,0
9,5,25,10,1,0,41,0,2,78,0.231,0,0.4,0.07,0.74,1
9,988565,2801,292,0,1,170,177585,6436,1539,352.807,0,0.1861,607.45,0.6,0
3,182255,111,215,0,1,187,14742,417,1595,1627.286,0,0.0832,94.43,0.2,0
15,15,14,9,1,1,15,5,2,57,1.067,0,0.4667,0.24,1.0,1
19,3,30,3,1,0,0,1,0,79,0.129,0,0.3333,0.04,1.0,1
13,240076,1300,54,0,1,98,40770,1442,1965,184.533,0,0.1758,101.49,0.87,0
8,3423,247,489,1,0,12,0,0,899,13.806,0,0.0,3.33,0.53,0
20,18702056,15,210744,0,1,85,806864,10013,2278,1168878.562,1,0.0437,8447.21,1.0,0
5,1,17,3,0,0,26,4,2,22,0.111,0,6.0,0.04,0.5,1
13,9,28,5,0,1,44,2,1,86,0.345,0,0.3333,0.11,0.99,1
5,2490,128,93,1,0,14,0,0,1301,19.31,0,0.0,1.57,0.33,0
14,18,9,9,1,1,37,2,1,88,1.9,0,0.1667,0.2,1.0,1
9,22804,200,426,1,0,28,0,0,2469,113.458,0,0.0,9.29,0.6,0
15,15,9,8,1,0,0,3,2,83,1.6,0,0.3333,0.19,1.0,1
15,4821431,97,323994,0,1,136,285155,2201,1386,49198.286,1,0.0596,2879.76,1.0,0
5,21386,112,306,1,1,32,0,0,1752,189.265,0,0.0,12.06,0.33,0
16,0,24,1,1,0,3,5,1,97,0.04,0,0.0,0.0,1.0,1
15,251462,2495,131,0,1,146,47809,993,2383,100.746,0,0.1941,97.86,1.0,0
5,3,14,6,1,0,37,4,1,73,0.267,0,1.6667,0.04,0.6,1
11,20036,258,413,1,1,13,0,0,324,77.363,0,0.0,53.56,0.73,0
17,1429163,100,309478,0,1,102,165072,905,4134,14150.139,1,0.1161,290.74,1.0,0
6,13,20,5,0,1,47,5,0,99,0.667,0,0.3846,0.15,0.58,1
19,6745152,55,111091,0,1,52,160567,1337,3859,120449.161,1,0.024,1788.45,1.0,0
13,9,27,7,1,0,29,5,2,26,0.357,0,0.7778,0.38,1.0,1
18,8755,120,83,1,0,46,0,0,2520,72.364,0,0.0,3.24,1.0,0
12,158484,2403,39,0,1,181,13750,624,3221,65.926,0,0.0907,53.16,0.8,0
4,635068,2942,105,0,1,140,57975,1756,1479,215.79,0,0.0941,357.18,0.27,0
8,7730,293,269,1,1,99,0,0,1697,26.296,0,0.0,5.27,0.53,0
17,14636,1988,281,0,1,36,1065,38,2702,7.359,0,0.0754,5.31,1.0,0
14,19,3,7,0,0,8,0,0,84,5.0,0,0.0,0.22,1.0,1
8,15,1,9,1,1,19,1,1,36,8.0,0,0.1333,0.34,0.74,1
9,1257054,10,439590,0,1,218,115289,1480,1868,114277.727,1,0.0929,718.63,0.6,0
16,3,10,7,0,0,48,3,0,50,0.364,0,1.0,0.07,1.0,1
5,20705,188,103,1,1,39,0,0,2518,109.556,0,0.0,8.65,0.33,0
7,888778,1069,100,0,1,164,94327,1472,337,830.635,0,0.1078,2605.48,0.47,0
9,22818,82,124,1,0,105,0,0,2990,274.928,0,0.0,6.23,0.6,0
9,8034,210,161,1,1,66,0,0,1976,38.081,0,0.0,3.31,0.6,0
6,15242,35,104,1,0,52,0,0,2827,423.417,0,0.0,4.48,0.4,0
6,16,19,6,0,0,15,4,0,11,0.85,0,0.25,1.37,0.6,1
8,156840,1686,197,0,1,23,5403,258,2079,92.97,0,0.0361,66.9,0.53,0
3,23602,179,329,1,0,115,0,0,663,131.128,0,0.0,30.33,0.2,0
5,8995,44,403,1,1,116,0,0,1696,199.911,0,0.0,5.24,0.33,0
8,17,7,3,1,0,21,0,0,38,2.25,0,0.0,0.53,0.65,1
4,669268,1369,18,0,1,182,129885,5121,1775,488.518,0,0.2017,403.89,0.27,0
6,85200,388,107,0,1,143,7719,353,3598,219.026,0,0.0947,25.08,0.4,0
13,528904,1389,285,0,1,145,68071,2680,1457,380.507,0,0.1338,372.49,0.87,0
4,105997,157,283,0,1,174,16641,525,3759,670.873,0,0.1619,33.33,0.27,0
17,23169,91,11,1,0,130,0,0,731,251.848,0,0.0,31.98,1.0,0
17,538313,2217,70,0,1,197,52380,2087,1170,242.702,0,0.1012,541.82,1.0,0
6,15,21,0,0,0,46,3,0,94,0.727,0,0.2,0.18,0.55,1
7,4,23,1,0,0,0,1,2,87,0.208,0,0.75,0.04,0.62,1
8,730850,2694,108,0,1,115,63466,1024,2608,271.188,0,0.0882,335.43,0.53,0
13,23923,34,304,1,1,18,0,0,2265,683.543,0,0.0,12.26,0.87,0
14,931968,1635,143,0,1,200,150669,3095,3563,569.663,0,0.165,247.99,0.93,0
16,379493,973,144,0,1,124,5072,115,544,389.624,0,0.0137,668.19,1.0,0
9,17450,150,115,1,0,72,0,0,1117,115.57,0,0.0,18.43,0.6,0
7,17,22,7,0,1,17,5,2,21,0.783,0,0.4118,0.74,0.68,1
16,275450,2424,67,0,1,63,36641,574,1801,113.588,0,0.1351,137.22,1.0,0
3,7417168,35,237289,0,1,205,1074213,12698,2454,206032.472,1,0.1465,2733.66,0.2,0
6,24008,107,59,1,1,63,0,0,694,222.306,0,0.0,39.67,0.4,0
13,5,7,7,0,0,30,1,0,21,0.75,0,0.2,0.27,0.99,1
17,2,21,3,1,0,12,4,2,51,0.136,0,3.0,0.04,1.0,1
12,9492,61,469,1,0,70,0,0,2315,153.113,0,0.0,4.8,0.8,0
6,19919,2033,230,0,1,30,226,8,1104,9.794,0,0.0117,18.72,0.4,0
12,713130,1910,293,0,1,86,102208,2754,2643,373.172,0,0.1472,232.78,0.8,0
8,11,18,4,0,0,30,1,0,60,0.632,0,0.0909,0.19,0.68,1
17,48608,2177,160,0,1,188,1568,46,2487,22.318,0,0.0332,18.08,1.0,0
10,19,18,9,0,0,30,2,0,25,1.053,0,0.1053,0.84,0.94,1
11,10,18,4,0,1,38,0,1,35,0.579,0,0.1,0.29,0.85,1
13,6367,232,96,1,1,34,0,0,65,27.33,0,0.0,103.12,0.87,0
14,5453,213,447,1,1,85,0,0,2245,25.486,0,0.0,2.67,0.93,0
6,6539,267,302,1,1,122,0,0,2856,24.403,0,0.0,2.58,0.4,0
5,15,12,7,1,1,43,0,1,89,1.231,0,0.0667,0.17,0.49,1
8,12,11,7,1,0,32,1,0,90,1.083,0,0.0833,0.12,0.74,1
12,22982959,82,156227,0,1,118,2889609,17543,1479,276903.133,1,0.1265,16130.3,0.8,0
8,15539,269,424,1,0,30,0,0,2763,57.556,0,0.0,5.8,0.53,0
8,795920,1279,285,0,1,59,43912,1253,2564,621.813,0,0.0567,304.66,0.53,0
15,976682,276,23,0,1,70,134761,5325,2488,3525.931,0,0.1434,400.8,1.0,0
6,873150,564,240,0,1,183,10578,421,2669,1545.4,0,0.0126,286.27,0.4,0
4,4530,224,114,1,1,92,0,0,893,20.138,0,0.0,5.47,0.27,0
7,11,13,9,0,0,39,1,1,40,0.857,0,0.1818,0.29,0.58,1
13,1,16,10,0,0,29,1,2,20,0.118,0,3.0,0.04,1.0,1
6,3758174,65,674735,0,1,121,148870,1161,2283,56942.045,1,0.0399,1752.24,0.4,0
10,7,23,10,1,0,11,5,2,45,0.333,0,1.0,0.13,0.94,1
12,1107701,51,432369,0,1,59,97475,487,1172,21301.962,1,0.0884,1092.62,0.8,0
9,24138,36,65,1,1,19,0,0,2647,652.405,0,0.0,10.87,0.6,0
10,290837,1214,230,0,1,81,36520,1198,1244,239.373,0,0.1297,211.98,0.67,0
9,0,9,5,1,1,46,5,0,37,0.1,0,0.0,0.0,0.78,1
6,499488,2017,158,0,1,94,95913,2850,3034,247.517,0,0.1977,175.67,0.4,0
10,13,6,4,0,0,43,0,2,83,2.0,0,0.1538,0.14,0.81,1
13,803916,403,42,0,1,61,29155,1242,897,1989.894,0,0.0378,908.71,0.87,0
18,601718,128,164,0,1,117,47597,544,1117,4664.488,0,0.08,575.73,1.0,0
15,28120,168,201,1,0,108,0,0,2485,166.396,0,0.0,13.41,1.0,0
17,7205542,100,216917,0,1,183,559219,6790,2594,71342.01,1,0.0786,2576.56,1.0,0
9,391343,1431,11,0,1,46,18063,420,2277,273.285,0,0.0472,182.78,0.6,0
11,20,28,10,0,1,44,1,0,61,0.724,0,0.05,0.28,0.99,1
7,819146,1010,258,0,1,118,21638,840,1196,810.234,0,0.0274,690.94,0.47,0
9,598945,2802,89,0,1,102,92505,3832,940,213.68,0,0.1608,726.98,0.6,0
17,29715,236,236,1,1,146,0,0,2370,125.384,0,0.0,12.07,1.0,0
16,15,29,4,0,0,1,1,2,91,0.533,0,0.2,0.19,1.0,1
13,967759,2239,261,0,1,43,169385,8007,3558,432.036,0,0.1833,300.97,0.87,0
19,10647509,31,45241,0,1,82,961343,7130,3378,332734.688,1,0.091,2571.02,1.0,0
18,17,24,0,1,0,16,0,2,42,0.72,0,0.1176,0.44,1.0,1
16,13076,67,494,1,1,126,0,0,2381,192.309,0,0.0,4.78,1.0,0
9,20,4,0,1,0,33,2,0,12,4.2,0,0.1,1.34,0.76,1
6,6,12,1,0,0,3,4,0,79,0.538,0,0.6667,0.07,0.58,1
13,99299,2502,95,0,1,159,16506,617,1621,39.672,0,0.1724,56.38,0.87,0
6,6908,300,257,1,0,97,0,0,1829,22.953,0,0.0,4.19,0.4,0
7,14589,200,384,1,0,110,0,0,1332,72.587,0,0.0,12.93,0.47,0
14,7,10,5,0,0,21,1,0,68,0.727,0,0.1429,0.11,1.0,1
8,5958,126,220,1,0,53,0,0,455,46.921,0,0.0,10.83,0.53,0
11,17,27,1,0,0,26,1,1,68,0.643,0,0.1176,0.23,0.85,1
8,6,28,10,0,1,11,1,2,37,0.241,0,0.5,0.13,0.64,1
10,20083,92,202,1,1,72,0,0,2538,215.957,0,0.0,8.97,0.67,0
12,7,8,6,0,1,2,0,1,96,0.889,0,0.1429,0.06,1.0,1
4,782706,2196,126,0,1,71,64734,903,1789,356.262,0,0.0839,407.67,0.27,0
18,15,1,10,0,0,23,4,0,17,8.0,0,0.2667,1.05,1.0,1
9,245797,235,101,0,1,70,10702,233,3688,1041.517,0,0.0445,54.95,0.6,0
8,243276,427,36,0,1,166,14890,428,2981,568.404,0,0.063,79.1,0.53,0
5,900196,2535,288,0,1,38,64028,2017,1289,354.967,0,0.0734,631.23,0.33,0
13,294014,1179,138,0,1,183,25529,1109,2380,249.165,0,0.0906,147.41,0.87,0
8,442444,249,166,0,1,92,72883,2153,1183,1769.78,0,0.1696,317.5,0.53,0
13,197124436,25,845620,0,1,83,11375315,87156,4086,7581709.115,1,0.0581,39744.38,0.87,0
15,116241,826,155,0,1,30,10125,235,847,140.559,0,0.0891,111.53,1.0,0
5,10,26,2,1,0,36,2,2,94,0.407,0,0.4,0.12,0.51,1
19,12,16,5,1,0,24,0,1,46,0.765,0,0.0833,0.3,1.0,1
17,15,7,8,0,1,42,3,2,13,2.0,0,0.3333,1.36,1.0,1
15,19644182,30,943391,0,1,64,2411523,41081,3257,633683.323,1,0.1249,6418.66,1.0,0
17,722660,2578,134,0,1,154,9340,215,2630,280.21,0,0.0132,224.03,1.0,0
3,25013,266,82,1,1,68,0,0,1620,93.685,0,0.0,13.3,0.2,0
12,12,16,1,1,0,31,0,2,86,0.765,0,0.1667,0.11,1.0,1
5,6112399,26,615552,0,1,86,704855,11059,2431,226385.185,1,0.1171,2312.48,0.33,0
13,19,17,8,0,0,17,1,1,15,1.111,0,0.1053,1.4,1.0,1
14,496802,1621,285,0,1,45,94431,3531,2031,306.29,0,0.1972,293.01,0.93,0
9,97173,1386,38,0,1,175,11541,217,2926,70.061,0,0.121,39.0,0.6,0
7,13,24,8,0,1,50,2,1,77,0.56,0,0.2308,0.18,0.62,1
12,2024,50,103,1,1,14,0,0,1189,39.706,0,0.0,1.52,0.8,0
16,17,29,3,0,1,12,4,1,11,0.6,0,0.2941,1.32,1.0,1
8,11,10,5,1,1,8,2,0,62,1.091,0,0.1818,0.14,0.63,1
9,3553,1828,44,0,1,145,509,5,2584,1.943,0,0.1447,1.48,0.6,0
17,881715,320,195,0,1,179,86092,3283,1592,2746.779,0,0.1014,507.26,1.0,0
5,14,20,6,1,0,37,0,0,78,0.714,0,0.0,0.19,0.46,1
16,689919,1780,300,0,1,151,39318,1487,3992,387.378,0,0.0591,178.91,1.0,0
15,19325,63,158,1,1,67,0,0,909,301.969,0,0.0,18.17,1.0,0
17,949149,506,236,0,1,184,188393,3781,1097,1872.091,0,0.2025,833.09,1.0,0
4,7042279,46,791639,0,1,86,266677,3369,2848,149835.745,1,0.0383,2022.98,0.27,0
16,387796,1575,97,0,1,154,68362,862,3572,246.064,0,0.1785,93.12,1.0,0
9,6,9,5,0,0,48,0,0,26,0.7,0,0.0,0.22,0.74,1
7,15,18,3,0,0,36,3,0,23,0.842,0,0.2,0.65,0.62,1
6,728454,569,37,0,1,78,83198,2145,3318,1277.991,0,0.1172,232.69,0.4,0
11,7924,93,75,1,1,147,0,0,1919,84.309,0,0.0,4.75,0.73,0
19,3,17,3,1,1,26,3,0,58,0.222,0,1.0,0.05,1.0,1
20,12,4,9,1,0,23,3,2,10,2.6,0,0.4167,1.19,1.0,1
12,4,5,0,0,0,4,1,0,43,0.833,0,0.25,0.09,1.0,1
9,14,26,5,1,1,49,1,2,41,0.556,0,0.2143,0.37,0.74,1
9,19,19,8,1,0,37,2,1,83,1.0,0,0.1579,0.26,0.73,1
13,665843,1127,92,0,1,73,99501,3993,2587,590.287,0,0.1554,286.31,0.87,0
17,256082,1396,134,0,1,112,17001,831,1245,183.309,0,0.0696,221.57,1.0,0
9,376912,2042,53,0,1,181,12170,215,2093,184.49,0,0.0329,195.91,0.6,0
20,8,12,6,0,1,45,5,1,62,0.692,0,0.75,0.13,1.0,1
14,88673667,9,535281,0,1,212,2302299,29122,3979,8867366.8,1,0.0263,20958.09,0.93,0
10,13,15,3,1,1,13,4,0,33,0.875,0,0.3077,0.47,0.8,1
20,12,8,9,1,0,43,2,2,41,1.444,0,0.3333,0.33,1.0,1
15,25080,288,413,1,0,50,0,0,868,86.785,0,0.0,23.56,1.0,0
13,16,23,5,1,1,35,5,0,29,0.708,0,0.3125,0.5,1.0,1
11,9067,260,145,1,1,67,0,0,2404,34.743,0,0.0,4.34,0.73,0
15,167372,2399,81,0,1,72,3504,93,3677,69.739,0,0.0215,38.45,1.0,0
8,9,29,7,0,0,30,1,0,48,0.333,0,0.1111,0.22,0.81,1
6,31155,701,128,0,1,44,3189,118,3024,44.382,0,0.1061,9.58,0.4,0
11,7,1,3,0,0,5,4,0,79,4.0,0,0.5714,0.08,0.83,1
15,13605,271,257,1,1,11,0,0,1632,50.022,0,0.0,9.85,1.0,0
15,13,10,10,1,1,8,5,1,50,1.273,0,0.4615,0.22,1.0,1
9,941001,643,117,0,1,75,139632,1447,3594,1461.183,0,0.1499,285.49,0.6,0
13,152646,1926,173,0,1,59,20029,437,317,79.215,0,0.1341,557.8,0.87,0
17,18,18,10,1,1,30,2,2,23,1.0,0,0.2222,0.82,1.0,1
14,96938562,98,97617,0,1,153,7966981,73084,4393,979177.404,1,0.0829,21666.71,0.93,0
4,637660,1608,170,0,1,120,67927,1906,2804,396.309,0,0.1095,257.16,0.27,0
12,16145,84,216,1,1,52,0,0,284,189.953,0,0.0,49.06,0.8,0
11,8448163,52,47937,0,1,194,1106471,17834,866,159399.321,1,0.1331,9963.41,0.73,0
18,1,23,5,0,0,13,4,0,61,0.083,0,4.0,0.01,1.0,1
18,10,25,4,0,1,26,5,2,56,0.423,0,0.7,0.17,1.0,1
10,412264,1096,164,0,1,43,25971,1152,3669,375.811,0,0.0658,97.09,0.67,0
6,295703,1513,49,0,1,177,22265,1046,1666,195.313,0,0.0788,148.02,0.4,0
11,340604,284,15,0,1,111,13441,656,1198,1195.105,0,0.0414,288.56,0.73,0
3,13139,129,228,1,1,20,0,0,1452,101.077,0,0.0,10.65,0.2,0
10,7141,208,260,1,0,112,0,0,2377,34.172,0,0.0,2.65,0.67,0
7,11752,124,30,1,0,132,0,0,52,94.024,0,0.0,182.44,0.47,0
5,12623273,23,53873,0,1,114,1789335,21768,4167,525969.75,1,0.1435,2909.03,0.33,0
10,5,27,8,1,0,27,4,1,66,0.214,0,1.0,0.08,0.87,1
7,691642,1291,94,0,1,145,45599,1165,2064,535.327,0,0.0676,370.49,0.47,0
4,3425,34,457,1,0,124,0,0,578,97.886,0,0.0,6.38,0.27,0
18,13,22,6,1,0,14,3,2,25,0.609,0,0.3846,0.5,1.0,1
20,14,16,10,1,0,34,0,1,93,0.882,0,0.0714,0.16,1.0,1
8,423,106,279,1,0,112,0,0,1887,3.963,0,0.0,0.18,0.53,0
5,245031,867,201,0,1,59,6594,80,3403,282.295,0,0.0272,84.93,0.33,0
17,172160,2992,73,0,1,43,22147,297,767,57.521,0,0.1304,243.07,1.0,0
11,8,9,3,1,1,40,5,1,49,0.9,0,0.75,0.19,0.95,1
18,261045719,27,611681,0,1,140,4388736,40465,3247,9323061.429,1,0.017,73505.98,1.0,0
6,13408,269,225,1,1,27,0,0,2885,49.663,0,0.0,4.96,0.4,0
14,7,22,6,0,0,22,3,0,17,0.348,0,0.4286,0.49,1.0,1
5,18,27,6,0,1,3,5,0,90,0.679,0,0.2778,0.21,0.43,1
17,16,4,4,1,0,12,1,1,26,3.4,0,0.125,0.55,1.0,1
